IP地址,数据中心,地区,城市,网络延迟
104.20.232.195,IAD,North America,Ashburn,213 ms
104.25.185.252,IAD,North America,Ashburn,214 ms
141.101.113.164,IAD,North America,Ashburn,214 ms
104.21.42.171,AMS,Europe,Amsterdam,214 ms
104.20.248.36,IAD,North America,Ashburn,214 ms
104.25.199.23,IAD,North America,Ashburn,214 ms
104.24.83.102,IAD,North America,Ashburn,214 ms
172.67.247.119,AMS,Europe,Amsterdam,214 ms
172.67.82.60,IAD,North America,Ashburn,214 ms
104.25.35.171,IAD,North America,Ashburn,214 ms
104.25.23.72,IAD,North America,Ashburn,214 ms
172.67.1.44,IAD,North America,Ashburn,214 ms
104.27.106.171,IAD,North America,Ashburn,214 ms
104.20.60.171,IAD,North America,Ashburn,214 ms
172.67.197.245,AMS,Europe,Amsterdam,214 ms
172.67.96.63,IAD,North America,Ashburn,214 ms
104.27.193.252,IAD,North America,Ashburn,214 ms
104.24.169.85,IAD,North America,Ashburn,214 ms
104.20.176.145,IAD,North America,Ashburn,214 ms
172.67.130.251,AMS,Europe,Amsterdam,214 ms
104.21.197.106,AMS,Europe,Amsterdam,214 ms
172.67.227.121,AMS,Europe,Amsterdam,214 ms
104.25.149.146,IAD,North America,Ashburn,214 ms
104.21.14.206,AMS,Europe,Amsterdam,214 ms
104.20.48.127,IAD,North America,Ashburn,214 ms
104.25.187.96,IAD,North America,Ashburn,214 ms
104.27.5.109,IAD,North America,Ashburn,214 ms
104.20.217.252,IAD,North America,Ashburn,214 ms
104.24.65.104,IAD,North America,Ashburn,215 ms
104.20.89.144,IAD,North America,Ashburn,215 ms
104.20.120.59,IAD,North America,Ashburn,215 ms
104.24.129.108,IAD,North America,Ashburn,215 ms
172.67.53.87,IAD,North America,Ashburn,215 ms
104.22.61.27,IAD,North America,Ashburn,215 ms
104.24.140.234,IAD,North America,Ashburn,215 ms
172.67.39.9,IAD,North America,Ashburn,215 ms
172.67.136.242,AMS,Europe,Amsterdam,215 ms
104.24.131.60,IAD,North America,Ashburn,215 ms
104.25.20.219,IAD,North America,Ashburn,215 ms
104.21.126.164,AMS,Europe,Amsterdam,215 ms
172.67.171.185,AMS,Europe,Amsterdam,215 ms
104.22.34.138,IAD,North America,Ashburn,215 ms
104.25.233.6,IAD,North America,Ashburn,215 ms
104.25.255.73,IAD,North America,Ashburn,215 ms
104.24.234.98,IAD,North America,Ashburn,215 ms
104.20.134.9,IAD,North America,Ashburn,215 ms
104.27.207.9,IAD,North America,Ashburn,215 ms
104.24.63.88,IAD,North America,Ashburn,215 ms
104.24.182.113,IAD,North America,Ashburn,215 ms
104.25.217.191,IAD,North America,Ashburn,215 ms
104.24.40.136,IAD,North America,Ashburn,215 ms
104.20.132.190,IAD,North America,Ashburn,215 ms
104.24.33.251,IAD,North America,Ashburn,215 ms
104.21.223.171,AMS,Europe,Amsterdam,215 ms
104.24.9.8,IAD,North America,Ashburn,216 ms
104.24.46.40,IAD,North America,Ashburn,216 ms
104.20.37.236,IAD,North America,Ashburn,216 ms
104.20.170.179,IAD,North America,Ashburn,216 ms
172.67.83.40,IAD,North America,Ashburn,216 ms
104.24.172.224,IAD,North America,Ashburn,216 ms
104.20.43.245,IAD,North America,Ashburn,216 ms
162.159.42.170,IAD,North America,Ashburn,216 ms
104.25.244.132,IAD,North America,Ashburn,216 ms
104.25.242.109,IAD,North America,Ashburn,216 ms
104.25.162.92,IAD,North America,Ashburn,216 ms
104.22.43.62,IAD,North America,Ashburn,216 ms
104.21.94.225,AMS,Europe,Amsterdam,216 ms
104.20.149.68,IAD,North America,Ashburn,216 ms
172.67.180.196,AMS,Europe,Amsterdam,216 ms
104.21.33.28,AMS,Europe,Amsterdam,216 ms
104.25.46.119,IAD,North America,Ashburn,216 ms
172.67.254.148,AMS,Europe,Amsterdam,216 ms
104.20.82.94,IAD,North America,Ashburn,216 ms
104.27.61.165,IAD,North America,Ashburn,216 ms
104.20.155.0,IAD,North America,Ashburn,216 ms
104.25.219.136,IAD,North America,Ashburn,216 ms
104.24.249.248,IAD,North America,Ashburn,216 ms
104.25.42.184,IAD,North America,Ashburn,216 ms
104.21.98.79,AMS,Europe,Amsterdam,216 ms
104.20.144.71,IAD,North America,Ashburn,216 ms
104.27.122.211,IAD,North America,Ashburn,216 ms
104.27.121.183,IAD,North America,Ashburn,216 ms
104.25.237.18,IAD,North America,Ashburn,216 ms
104.25.170.248,IAD,North America,Ashburn,216 ms
104.24.19.93,IAD,North America,Ashburn,216 ms
104.24.24.223,IAD,North America,Ashburn,216 ms
104.20.212.122,IAD,North America,Ashburn,216 ms
104.25.146.113,IAD,North America,Ashburn,216 ms
104.21.95.34,AMS,Europe,Amsterdam,216 ms
104.25.224.10,IAD,North America,Ashburn,217 ms
172.67.184.109,AMS,Europe,Amsterdam,217 ms
172.67.97.83,IAD,North America,Ashburn,217 ms
104.24.128.147,IAD,North America,Ashburn,217 ms
104.25.252.132,IAD,North America,Ashburn,217 ms
104.27.101.121,IAD,North America,Ashburn,217 ms
172.67.5.58,IAD,North America,Ashburn,217 ms
172.67.0.166,IAD,North America,Ashburn,217 ms
172.67.187.128,AMS,Europe,Amsterdam,217 ms
104.25.183.211,IAD,North America,Ashburn,217 ms
172.67.190.197,AMS,Europe,Amsterdam,217 ms
104.20.253.219,IAD,North America,Ashburn,217 ms
104.27.75.198,IAD,North America,Ashburn,217 ms
104.27.76.138,IAD,North America,Ashburn,217 ms
104.27.77.76,IAD,North America,Ashburn,217 ms
104.21.217.168,AMS,Europe,Amsterdam,217 ms
104.25.144.85,IAD,North America,Ashburn,217 ms
104.27.125.178,IAD,North America,Ashburn,217 ms
104.24.156.94,IAD,North America,Ashburn,217 ms
104.24.198.182,IAD,North America,Ashburn,217 ms
104.21.118.187,AMS,Europe,Amsterdam,217 ms
104.25.126.104,IAD,North America,Ashburn,217 ms
104.24.4.77,IAD,North America,Ashburn,217 ms
172.67.170.190,AMS,Europe,Amsterdam,217 ms
104.24.44.156,IAD,North America,Ashburn,217 ms
172.67.68.106,IAD,North America,Ashburn,217 ms
172.67.108.5,IAD,North America,Ashburn,217 ms
104.21.121.249,AMS,Europe,Amsterdam,217 ms
104.20.46.0,IAD,North America,Ashburn,217 ms
172.67.181.88,AMS,Europe,Amsterdam,217 ms
104.27.204.10,IAD,North America,Ashburn,217 ms
104.25.89.81,IAD,North America,Ashburn,217 ms
104.20.12.163,IAD,North America,Ashburn,217 ms
104.24.84.197,IAD,North America,Ashburn,217 ms
104.21.199.240,AMS,Europe,Amsterdam,217 ms
104.26.15.211,IAD,North America,Ashburn,217 ms
104.24.184.157,IAD,North America,Ashburn,218 ms
104.24.185.27,IAD,North America,Ashburn,218 ms
104.20.190.120,IAD,North America,Ashburn,218 ms
104.24.3.70,IAD,North America,Ashburn,218 ms
104.21.116.103,AMS,Europe,Amsterdam,218 ms
104.25.31.255,IAD,North America,Ashburn,218 ms
104.22.17.234,IAD,North America,Ashburn,218 ms
104.20.0.214,IAD,North America,Ashburn,218 ms
104.21.79.172,AMS,Europe,Amsterdam,218 ms
104.22.76.178,IAD,North America,Ashburn,218 ms
172.67.90.52,IAD,North America,Ashburn,218 ms
104.24.66.135,IAD,North America,Ashburn,218 ms
104.25.72.218,IAD,North America,Ashburn,218 ms
104.23.133.40,IAD,North America,Ashburn,218 ms
104.20.26.7,IAD,North America,Ashburn,218 ms
162.159.43.71,IAD,North America,Ashburn,218 ms
104.24.148.247,IAD,North America,Ashburn,218 ms
172.67.106.182,IAD,North America,Ashburn,218 ms
104.23.139.66,IAD,North America,Ashburn,218 ms
104.25.1.189,IAD,North America,Ashburn,218 ms
172.67.246.245,AMS,Europe,Amsterdam,218 ms
104.25.33.196,IAD,North America,Ashburn,218 ms
104.27.67.10,IAD,North America,Ashburn,218 ms
104.22.4.168,IAD,North America,Ashburn,218 ms
104.21.39.40,AMS,Europe,Amsterdam,218 ms
104.20.219.152,IAD,North America,Ashburn,218 ms
104.24.1.161,IAD,North America,Ashburn,218 ms
104.27.200.92,IAD,North America,Ashburn,218 ms
104.24.48.152,IAD,North America,Ashburn,218 ms
104.24.43.108,IAD,North America,Ashburn,218 ms
104.22.63.145,IAD,North America,Ashburn,218 ms
104.25.65.191,IAD,North America,Ashburn,218 ms
104.20.140.195,IAD,North America,Ashburn,218 ms
172.67.38.3,IAD,North America,Ashburn,218 ms
172.67.37.8,IAD,North America,Ashburn,218 ms
104.24.64.16,IAD,North America,Ashburn,218 ms
104.25.189.141,IAD,North America,Ashburn,218 ms
104.27.102.30,IAD,North America,Ashburn,218 ms
104.25.5.188,IAD,North America,Ashburn,218 ms
104.27.201.93,IAD,North America,Ashburn,218 ms
104.25.44.100,IAD,North America,Ashburn,218 ms
104.25.0.36,IAD,North America,Ashburn,219 ms
104.24.186.113,IAD,North America,Ashburn,219 ms
104.17.171.6,SJC,North America,San Jose,219 ms
104.22.32.69,IAD,North America,Ashburn,219 ms
104.23.127.199,IAD,North America,Ashburn,219 ms
104.25.94.48,IAD,North America,Ashburn,219 ms
104.21.219.133,AMS,Europe,Amsterdam,219 ms
104.20.130.148,IAD,North America,Ashburn,219 ms
104.27.25.254,IAD,North America,Ashburn,219 ms
104.25.194.74,IAD,North America,Ashburn,219 ms
104.24.149.101,IAD,North America,Ashburn,219 ms
104.25.59.24,IAD,North America,Ashburn,219 ms
104.20.242.184,IAD,North America,Ashburn,219 ms
104.21.195.83,AMS,Europe,Amsterdam,219 ms
104.25.179.99,IAD,North America,Ashburn,219 ms
104.22.40.17,IAD,North America,Ashburn,219 ms
172.67.19.78,IAD,North America,Ashburn,219 ms
104.26.4.147,IAD,North America,Ashburn,219 ms
104.24.143.173,IAD,North America,Ashburn,219 ms
104.24.159.187,IAD,North America,Ashburn,219 ms
104.22.57.118,IAD,North America,Ashburn,219 ms
104.20.241.94,IAD,North America,Ashburn,219 ms
104.24.95.115,IAD,North America,Ashburn,219 ms
104.25.205.75,IAD,North America,Ashburn,219 ms
104.20.25.104,IAD,North America,Ashburn,219 ms
104.24.35.99,IAD,North America,Ashburn,220 ms
104.24.146.182,IAD,North America,Ashburn,220 ms
104.18.18.29,DEN,North America,Denver,220 ms
104.27.66.225,IAD,North America,Ashburn,220 ms
172.67.223.232,AMS,Europe,Amsterdam,220 ms
104.27.11.46,IAD,North America,Ashburn,220 ms
104.27.8.249,IAD,North America,Ashburn,220 ms
104.25.178.244,IAD,North America,Ashburn,220 ms
104.27.53.66,IAD,North America,Ashburn,220 ms
104.20.147.138,IAD,North America,Ashburn,220 ms
104.24.206.67,IAD,North America,Ashburn,220 ms
104.17.118.14,SJC,North America,San Jose,220 ms
104.20.107.99,IAD,North America,Ashburn,220 ms
104.21.61.214,AMS,Europe,Amsterdam,220 ms
104.27.100.241,IAD,North America,Ashburn,220 ms
104.20.15.27,IAD,North America,Ashburn,220 ms
104.27.62.59,IAD,North America,Ashburn,220 ms
104.20.105.80,IAD,North America,Ashburn,220 ms
104.21.122.84,AMS,Europe,Amsterdam,220 ms
104.24.250.182,IAD,North America,Ashburn,220 ms
104.20.13.81,IAD,North America,Ashburn,220 ms
104.21.29.104,AMS,Europe,Amsterdam,220 ms
104.24.54.173,IAD,North America,Ashburn,220 ms
104.25.251.85,IAD,North America,Ashburn,220 ms
104.25.247.163,IAD,North America,Ashburn,220 ms
104.25.222.83,IAD,North America,Ashburn,220 ms
104.27.35.219,IAD,North America,Ashburn,220 ms
104.25.111.60,IAD,North America,Ashburn,220 ms
104.24.80.111,IAD,North America,Ashburn,220 ms
172.67.117.84,IAD,North America,Ashburn,220 ms
172.67.30.213,IAD,North America,Ashburn,220 ms
162.159.34.143,IAD,North America,Ashburn,220 ms
104.20.204.50,IAD,North America,Ashburn,220 ms
104.24.165.48,IAD,North America,Ashburn,220 ms
104.27.104.166,IAD,North America,Ashburn,220 ms
172.67.17.139,IAD,North America,Ashburn,220 ms
172.67.55.68,IAD,North America,Ashburn,221 ms
104.27.117.219,IAD,North America,Ashburn,221 ms
172.67.202.7,AMS,Europe,Amsterdam,221 ms
104.25.169.5,IAD,North America,Ashburn,221 ms
104.24.18.227,IAD,North America,Ashburn,221 ms
104.20.143.129,IAD,North America,Ashburn,221 ms
172.67.22.197,IAD,North America,Ashburn,221 ms
104.22.13.124,IAD,North America,Ashburn,221 ms
104.23.131.9,IAD,North America,Ashburn,221 ms
104.25.166.165,IAD,North America,Ashburn,221 ms
104.24.191.162,IAD,North America,Ashburn,221 ms
104.25.12.161,IAD,North America,Ashburn,221 ms
104.21.86.186,AMS,Europe,Amsterdam,221 ms
104.20.17.144,IAD,North America,Ashburn,221 ms
104.23.132.233,IAD,North America,Ashburn,221 ms
104.22.58.201,IAD,North America,Ashburn,221 ms
198.41.212.194,IAD,North America,Ashburn,221 ms
104.21.106.27,AMS,Europe,Amsterdam,221 ms
104.25.156.19,IAD,North America,Ashburn,221 ms
104.24.36.110,IAD,North America,Ashburn,221 ms
104.22.45.55,IAD,North America,Ashburn,221 ms
104.20.138.192,IAD,North America,Ashburn,221 ms
104.24.76.161,IAD,North America,Ashburn,221 ms
104.24.71.200,IAD,North America,Ashburn,221 ms
104.20.102.37,IAD,North America,Ashburn,221 ms
104.26.1.141,IAD,North America,Ashburn,221 ms
104.23.130.220,IAD,North America,Ashburn,221 ms
104.22.20.148,IAD,North America,Ashburn,221 ms
104.22.22.167,IAD,North America,Ashburn,221 ms
172.67.76.5,IAD,North America,Ashburn,221 ms
104.27.48.50,IAD,North America,Ashburn,222 ms
104.24.170.213,IAD,North America,Ashburn,222 ms
172.67.34.202,IAD,North America,Ashburn,222 ms
104.25.214.178,IAD,North America,Ashburn,222 ms
104.20.145.101,IAD,North America,Ashburn,222 ms
104.25.171.1,IAD,North America,Ashburn,222 ms
172.67.49.108,IAD,North America,Ashburn,222 ms
104.25.71.140,IAD,North America,Ashburn,222 ms
104.24.62.74,IAD,North America,Ashburn,222 ms
104.21.69.231,AMS,Europe,Amsterdam,222 ms
172.67.177.164,AMS,Europe,Amsterdam,222 ms
172.67.12.91,IAD,North America,Ashburn,222 ms
104.24.192.188,IAD,North America,Ashburn,222 ms
104.27.71.96,IAD,North America,Ashburn,222 ms
104.20.90.197,IAD,North America,Ashburn,222 ms
104.20.27.136,IAD,North America,Ashburn,222 ms
104.25.10.48,IAD,North America,Ashburn,222 ms
172.64.33.37,SJC,North America,San Jose,222 ms
172.67.101.188,IAD,North America,Ashburn,222 ms
104.24.70.210,IAD,North America,Ashburn,222 ms
172.67.178.226,AMS,Europe,Amsterdam,222 ms
104.21.78.29,AMS,Europe,Amsterdam,222 ms
104.25.201.112,IAD,North America,Ashburn,222 ms
104.20.152.208,IAD,North America,Ashburn,222 ms
172.67.66.89,IAD,North America,Ashburn,223 ms
104.21.193.17,AMS,Europe,Amsterdam,223 ms
104.24.23.0,IAD,North America,Ashburn,223 ms
104.27.85.6,IAD,North America,Ashburn,223 ms
104.24.136.7,IAD,North America,Ashburn,223 ms
104.21.124.222,AMS,Europe,Amsterdam,223 ms
104.25.120.165,IAD,North America,Ashburn,223 ms
172.67.77.135,IAD,North America,Ashburn,223 ms
172.67.46.147,IAD,North America,Ashburn,223 ms
104.25.164.49,IAD,North America,Ashburn,223 ms
104.21.62.171,AMS,Europe,Amsterdam,223 ms
104.27.116.213,IAD,North America,Ashburn,223 ms
104.25.223.155,IAD,North America,Ashburn,223 ms
104.25.62.158,IAD,North America,Ashburn,223 ms
104.24.217.198,IAD,North America,Ashburn,223 ms
104.25.3.135,IAD,North America,Ashburn,223 ms
104.27.96.13,IAD,North America,Ashburn,223 ms
104.20.139.255,IAD,North America,Ashburn,223 ms
104.20.161.219,IAD,North America,Ashburn,223 ms
104.25.80.205,IAD,North America,Ashburn,223 ms
104.25.139.147,IAD,North America,Ashburn,223 ms
104.20.62.166,IAD,North America,Ashburn,223 ms
104.25.54.55,IAD,North America,Ashburn,223 ms
104.25.53.35,IAD,North America,Ashburn,223 ms
104.25.121.180,IAD,North America,Ashburn,223 ms
104.24.231.124,IAD,North America,Ashburn,223 ms
104.20.33.34,IAD,North America,Ashburn,223 ms
104.24.213.54,IAD,North America,Ashburn,223 ms
104.24.247.208,IAD,North America,Ashburn,223 ms
104.24.6.215,IAD,North America,Ashburn,223 ms
104.24.193.145,IAD,North America,Ashburn,223 ms
104.25.202.1,IAD,North America,Ashburn,223 ms
104.20.197.49,IAD,North America,Ashburn,224 ms
104.20.44.199,IAD,North America,Ashburn,224 ms
104.25.157.249,IAD,North America,Ashburn,224 ms
104.25.6.6,IAD,North America,Ashburn,224 ms
104.24.139.15,IAD,North America,Ashburn,224 ms
104.27.37.0,IAD,North America,Ashburn,224 ms
104.27.38.235,IAD,North America,Ashburn,224 ms
172.67.89.253,IAD,North America,Ashburn,224 ms
104.25.24.42,IAD,North America,Ashburn,224 ms
104.27.9.121,IAD,North America,Ashburn,224 ms
104.26.8.141,IAD,North America,Ashburn,224 ms
104.26.2.127,IAD,North America,Ashburn,224 ms
104.25.165.198,IAD,North America,Ashburn,224 ms
104.25.26.26,IAD,North America,Ashburn,224 ms
104.25.25.41,IAD,North America,Ashburn,224 ms
104.25.28.37,IAD,North America,Ashburn,224 ms
104.25.27.32,IAD,North America,Ashburn,224 ms
104.24.158.79,IAD,North America,Ashburn,224 ms
104.25.160.206,IAD,North America,Ashburn,224 ms
104.21.70.211,AMS,Europe,Amsterdam,224 ms
104.20.119.74,IAD,North America,Ashburn,224 ms
104.25.123.131,IAD,North America,Ashburn,224 ms
104.23.135.88,IAD,North America,Ashburn,224 ms
104.22.6.113,IAD,North America,Ashburn,224 ms
104.21.88.209,AMS,Europe,Amsterdam,224 ms
104.21.216.5,AMS,Europe,Amsterdam,224 ms
104.25.9.255,IAD,North America,Ashburn,224 ms
104.27.114.131,IAD,North America,Ashburn,224 ms
104.24.34.40,IAD,North America,Ashburn,224 ms
104.24.197.172,IAD,North America,Ashburn,224 ms
104.20.172.152,IAD,North America,Ashburn,224 ms
104.21.104.12,AMS,Europe,Amsterdam,224 ms
104.21.231.224,EWR,North America,Newark,224 ms
172.67.44.4,IAD,North America,Ashburn,224 ms
104.25.77.75,IAD,North America,Ashburn,224 ms
104.24.42.217,IAD,North America,Ashburn,225 ms
104.24.178.178,IAD,North America,Ashburn,225 ms
104.24.39.106,IAD,North America,Ashburn,225 ms
104.24.153.119,IAD,North America,Ashburn,225 ms
104.20.96.1,IAD,North America,Ashburn,225 ms
104.25.161.99,IAD,North America,Ashburn,225 ms
104.27.73.17,IAD,North America,Ashburn,225 ms
104.21.215.101,AMS,Europe,Amsterdam,225 ms
104.24.15.137,IAD,North America,Ashburn,225 ms
104.20.236.182,IAD,North America,Ashburn,225 ms
172.67.48.78,IAD,North America,Ashburn,225 ms
162.159.35.16,IAD,North America,Ashburn,225 ms
104.20.184.102,IAD,North America,Ashburn,225 ms
104.21.89.12,AMS,Europe,Amsterdam,225 ms
104.20.38.116,IAD,North America,Ashburn,225 ms
104.24.209.165,IAD,North America,Ashburn,225 ms
104.24.204.136,IAD,North America,Ashburn,225 ms
172.67.25.209,IAD,North America,Ashburn,225 ms
172.67.10.52,IAD,North America,Ashburn,225 ms
104.25.248.163,IAD,North America,Ashburn,225 ms
104.25.68.190,IAD,North America,Ashburn,225 ms
104.24.79.242,IAD,North America,Ashburn,225 ms
172.67.43.109,IAD,North America,Ashburn,225 ms
104.24.216.156,IAD,North America,Ashburn,225 ms
162.159.9.230,SJC,North America,San Jose,225 ms
172.67.158.206,AMS,Europe,Amsterdam,225 ms
172.67.229.193,AMS,Europe,Amsterdam,225 ms
104.27.112.54,IAD,North America,Ashburn,225 ms
172.67.201.224,AMS,Europe,Amsterdam,226 ms
104.21.105.123,AMS,Europe,Amsterdam,226 ms
172.67.152.214,AMS,Europe,Amsterdam,226 ms
172.67.230.140,AMS,Europe,Amsterdam,226 ms
172.67.114.17,IAD,North America,Ashburn,226 ms
104.20.106.118,IAD,North America,Ashburn,226 ms
104.20.186.114,IAD,North America,Ashburn,226 ms
104.25.106.18,IAD,North America,Ashburn,226 ms
172.67.133.104,AMS,Europe,Amsterdam,226 ms
104.20.121.67,IAD,North America,Ashburn,226 ms
104.20.255.201,IAD,North America,Ashburn,226 ms
104.20.67.145,IAD,North America,Ashburn,226 ms
104.25.190.36,IAD,North America,Ashburn,226 ms
172.67.36.157,IAD,North America,Ashburn,226 ms
104.21.36.171,AMS,Europe,Amsterdam,226 ms
104.24.183.75,IAD,North America,Ashburn,226 ms
104.25.55.107,IAD,North America,Ashburn,226 ms
104.25.32.32,IAD,North America,Ashburn,226 ms
104.21.26.249,AMS,Europe,Amsterdam,226 ms
172.67.119.233,IAD,North America,Ashburn,226 ms
104.26.5.251,IAD,North America,Ashburn,226 ms
104.25.153.162,IAD,North America,Ashburn,226 ms
172.67.42.87,IAD,North America,Ashburn,226 ms
104.25.13.27,IAD,North America,Ashburn,226 ms
104.20.171.19,IAD,North America,Ashburn,227 ms
104.27.21.5,IAD,North America,Ashburn,227 ms
104.27.20.209,IAD,North America,Ashburn,227 ms
104.24.87.83,IAD,North America,Ashburn,227 ms
104.24.61.85,IAD,North America,Ashburn,227 ms
104.24.60.240,IAD,North America,Ashburn,227 ms
104.24.59.74,IAD,North America,Ashburn,227 ms
104.20.156.21,IAD,North America,Ashburn,227 ms
104.20.103.251,IAD,North America,Ashburn,227 ms
104.20.98.188,IAD,North America,Ashburn,227 ms
104.20.200.103,IAD,North America,Ashburn,227 ms
104.20.199.248,IAD,North America,Ashburn,227 ms
104.27.32.101,IAD,North America,Ashburn,227 ms
104.27.33.198,IAD,North America,Ashburn,227 ms
104.27.29.211,IAD,North America,Ashburn,227 ms
172.67.45.221,IAD,North America,Ashburn,227 ms
104.27.87.92,IAD,North America,Ashburn,227 ms
104.24.68.35,IAD,North America,Ashburn,227 ms
104.26.3.215,IAD,North America,Ashburn,227 ms
104.25.168.194,IAD,North America,Ashburn,227 ms
172.67.41.25,IAD,North America,Ashburn,227 ms
172.67.125.27,IAD,North America,Ashburn,227 ms
104.21.46.3,AMS,Europe,Amsterdam,227 ms
104.20.205.5,IAD,North America,Ashburn,227 ms
104.20.185.224,IAD,North America,Ashburn,227 ms
104.27.203.155,IAD,North America,Ashburn,227 ms
104.22.51.218,IAD,North America,Ashburn,227 ms
104.20.4.38,IAD,North America,Ashburn,227 ms
104.20.196.251,IAD,North America,Ashburn,227 ms
104.24.138.29,IAD,North America,Ashburn,227 ms
104.25.86.69,IAD,North America,Ashburn,227 ms
104.20.252.70,IAD,North America,Ashburn,227 ms
104.27.7.34,IAD,North America,Ashburn,227 ms
104.20.224.186,IAD,North America,Ashburn,227 ms
104.22.71.1,IAD,North America,Ashburn,227 ms
104.22.72.100,IAD,North America,Ashburn,227 ms
104.20.202.76,IAD,North America,Ashburn,227 ms
172.67.65.172,IAD,North America,Ashburn,227 ms
104.25.253.254,IAD,North America,Ashburn,227 ms
172.67.9.64,IAD,North America,Ashburn,227 ms
104.20.22.217,IAD,North America,Ashburn,227 ms
172.67.24.243,IAD,North America,Ashburn,227 ms
104.20.183.118,IAD,North America,Ashburn,227 ms
104.20.229.137,IAD,North America,Ashburn,228 ms
172.67.92.119,IAD,North America,Ashburn,228 ms
104.20.179.202,IAD,North America,Ashburn,228 ms
104.20.69.231,IAD,North America,Ashburn,228 ms
104.20.182.158,IAD,North America,Ashburn,228 ms
104.22.53.238,IAD,North America,Ashburn,228 ms
104.25.241.25,IAD,North America,Ashburn,228 ms
104.24.241.55,IAD,North America,Ashburn,228 ms
104.22.19.237,IAD,North America,Ashburn,228 ms
104.20.75.97,IAD,North America,Ashburn,228 ms
104.20.247.14,IAD,North America,Ashburn,228 ms
172.67.233.150,AMS,Europe,Amsterdam,228 ms
104.25.134.124,IAD,North America,Ashburn,228 ms
104.20.235.192,IAD,North America,Ashburn,228 ms
104.23.126.153,IAD,North America,Ashburn,228 ms
172.67.174.224,AMS,Europe,Amsterdam,228 ms
172.67.29.23,IAD,North America,Ashburn,228 ms
104.25.221.34,IAD,North America,Ashburn,228 ms
104.27.55.239,IAD,North America,Ashburn,228 ms
104.27.1.52,IAD,North America,Ashburn,228 ms
104.27.118.5,IAD,North America,Ashburn,228 ms
172.67.88.173,IAD,North America,Ashburn,228 ms
104.25.116.140,IAD,North America,Ashburn,228 ms
104.21.238.162,EWR,North America,Newark,228 ms
104.24.20.141,IAD,North America,Ashburn,228 ms
104.25.220.65,IAD,North America,Ashburn,228 ms
104.21.57.8,AMS,Europe,Amsterdam,228 ms
104.24.174.34,IAD,North America,Ashburn,228 ms
104.24.52.30,IAD,North America,Ashburn,228 ms
104.20.234.34,IAD,North America,Ashburn,229 ms
172.67.224.66,AMS,Europe,Amsterdam,229 ms
104.20.64.103,IAD,North America,Ashburn,229 ms
172.67.132.187,AMS,Europe,Amsterdam,229 ms
104.22.27.129,IAD,North America,Ashburn,229 ms
104.20.243.130,IAD,North America,Ashburn,229 ms
104.20.150.251,IAD,North America,Ashburn,229 ms
104.25.66.187,IAD,North America,Ashburn,229 ms
104.25.56.187,IAD,North America,Ashburn,229 ms
104.24.229.141,IAD,North America,Ashburn,229 ms
104.20.35.239,IAD,North America,Ashburn,229 ms
104.20.34.80,IAD,North America,Ashburn,229 ms
104.25.67.201,IAD,North America,Ashburn,229 ms
104.21.103.109,AMS,Europe,Amsterdam,229 ms
104.24.26.54,IAD,North America,Ashburn,229 ms
172.67.116.76,IAD,North America,Ashburn,229 ms
104.20.11.27,IAD,North America,Ashburn,229 ms
104.26.7.129,IAD,North America,Ashburn,229 ms
104.20.187.157,IAD,North America,Ashburn,229 ms
104.25.87.148,IAD,North America,Ashburn,229 ms
104.25.154.214,IAD,North America,Ashburn,229 ms
104.25.52.90,IAD,North America,Ashburn,229 ms
104.25.84.229,IAD,North America,Ashburn,229 ms
104.20.99.32,IAD,North America,Ashburn,229 ms
172.67.240.2,AMS,Europe,Amsterdam,230 ms
104.21.228.252,EWR,North America,Newark,230 ms
172.67.128.150,AMS,Europe,Amsterdam,230 ms
104.20.118.103,IAD,North America,Ashburn,230 ms
104.24.240.84,IAD,North America,Ashburn,230 ms
104.27.72.53,IAD,North America,Ashburn,230 ms
104.27.30.106,IAD,North America,Ashburn,230 ms
104.27.54.182,IAD,North America,Ashburn,230 ms
172.67.107.243,IAD,North America,Ashburn,230 ms
104.25.207.255,IAD,North America,Ashburn,230 ms
104.25.103.167,IAD,North America,Ashburn,230 ms
104.20.20.89,IAD,North America,Ashburn,230 ms
104.21.101.181,AMS,Europe,Amsterdam,230 ms
104.20.1.155,IAD,North America,Ashburn,230 ms
104.24.38.55,IAD,North America,Ashburn,230 ms
104.25.177.156,IAD,North America,Ashburn,230 ms
104.21.92.101,AMS,Europe,Amsterdam,230 ms
104.20.65.82,IAD,North America,Ashburn,230 ms
104.25.51.42,IAD,North America,Ashburn,230 ms
104.22.54.124,IAD,North America,Ashburn,230 ms
104.25.30.94,IAD,North America,Ashburn,230 ms
104.20.57.28,IAD,North America,Ashburn,230 ms
104.24.41.80,IAD,North America,Ashburn,231 ms
104.24.45.103,IAD,North America,Ashburn,231 ms
172.67.50.83,IAD,North America,Ashburn,231 ms
104.18.222.15,SJC,North America,San Jose,231 ms
104.20.238.111,IAD,North America,Ashburn,231 ms
104.24.2.231,IAD,North America,Ashburn,231 ms
104.27.109.112,IAD,North America,Ashburn,231 ms
172.67.218.118,AMS,Europe,Amsterdam,231 ms
104.22.39.201,IAD,North America,Ashburn,231 ms
104.20.81.27,IAD,North America,Ashburn,231 ms
104.20.23.13,IAD,North America,Ashburn,231 ms
104.25.74.153,IAD,North America,Ashburn,231 ms
104.22.21.22,IAD,North America,Ashburn,231 ms
104.20.115.168,IAD,North America,Ashburn,231 ms
